N,P,K,temperature,humidity,ph,rainfall,label
23,38,42,29.708109194352918,89.15930046228867,6.978475167759777,180.76779110809935,mungbean
41,126,205,24.115587467578727,95.1770866889358,5.98380343395439,100.61086915132714,apple
38,49,23,31.377682637727364,62.09062983796877,6.367535280037449,191.78262689562138,blackgram
64,56,27,24.043912883211654,64.1176837419968,6.771862426902943,67.83694392248714,maize
17,8,28,27.986086465406395,91.27806221774443,5.659858010910841,193.58929702908458,coconut
81,65,40,25.65733178152657,82.15723049916727,5.8310935558933465,182.81803200108885,rice
16,21,16,24.33622359086878,92.81990413009788,5.798886069460797,116.37188077585927,pomegranate
11,15,26,22.37268639234925,94.37791391546557,5.495428380119269,116.96010261136827,apple
35,23,16,25.57275681670003,45.35345265746267,5.944142761587462,98.18532239214098,pigeonpeas
0,56,28,26.780358447664753,48.62613354123367,5.99340560773453,54.75703798652633,pigeonpeas
72,13,46,27.18377840548477,91.4954208313871,6.630928194564225,34.81518661616046,muskmelon
102,20,51,25.582556798155082,94.45310786571783,6.014117939027035,51.249739985596136,coconut
82,44,24,25.730300655922093,78.99660429211497,7.2066561767408635,138.47897557791285,jute
60,25,42,23.981096452026293,89.82216315208713,7.421863200503168,190.56986148397417,pomegranate
5,23,30,30.238228071016575,55.48773383167653,5.834372564773133,112.06684409650182,mango
114,32,28,28.70826242117628,57.459480524214285,6.9746192027515495,182.76010710649257,coffee
41,16,52,24.805729844422924,93.18244373688745,6.793091482261786,209.7630893030207,pomegranate
35,13,48,27.318811892506346,94.30288271578252,4.880814154900371,28.804977506417575,muskmelon
77,54,39,18.49193200301441,85.40604439379186,6.254975700378954,269.2103637033222,rice
36,37,17,28.350180841796,88.73614161048306,6.568203447572126,39.646920433060856,mungbean
116,16,26,27.94028817366589,94.05486210123897,6.180309720561576,130.72090061617897,muskmelon
86,18,52,23.868064428379483,90.88405859434577,6.299363503705179,56.867657414342204,watermelon
101,35,32,28.054953405969954,64.79152290809768,6.223748889919765,171.21294690846528,coffee
39,34,18,27.220732150763926,88.15244933511445,6.773730643987752,44.43161180538419,mungbean
7,27,24,28.71033216944613,91.67638590264966,5.6331854158137915,27.17568696080238,mungbean
56,45,52,27.187365163424527,92.378197663762,6.459667498105763,213.87648554225183,papaya
25,23,20,22.998056988604574,91.19383880460953,6.0699917447310865,110.09819598812501,pomegranate
118,50,29,27.493748715168163,53.42525813039282,6.586615421816769,104.31939831638685,coffee
36,61,16,30.17322761824294,64.7828801663616,7.377953689752784,44.95416515325365,mothbeans
37,80,17,19.401648076922555,18.072354508341835,5.9154998198042215,55.83606428945056,kidneybeans
100,61,49,24.967934968020334,82.03872934719112,6.323632592711359,88.79310718229598,banana
87,61,49,24.80559880884744,81.50514240659025,6.23399049679925,116.87073416905262,banana
28,27,30,28.3680861356978,62.57017408478342,5.598513169589863,144.99813298651074,mango
98,15,46,26.772293934380734,91.57409882688032,6.373278222544451,35.455225343229344,watermelon
62,52,14,26.39434510089104,66.46648420439197,7.072700285920824,55.332088198360886,blackgram
17,55,17,36.11228764618501,45.91203951905491,5.9241039904760076,122.62724667885372,pigeonpeas
57,62,42,20.916797830176634,79.41294028902237,6.404402534329975,156.60095883160977,rice
36,19,41,24.77301453409304,91.42364222788439,6.779593389176732,109.10000155571103,pomegranate
15,16,26,27.203089261020644,92.71557766358264,6.369101560170522,188.62606397101754,mango
101,54,36,19.210198172815524,80.7043533718189,6.5767600424560575,249.23811626744813,rice
85,54,28,26.662856436717128,89.61510033669796,6.96626274278788,67.6975845381646,jute
4,136,192,18.41231228938839,90.59260123739978,5.8417841457955815,100.22974729949993,apple
33,16,15,27.191323723158977,94.98163228044841,5.892108005491252,116.95956617596852,orange
10,40,21,29.729986143488087,53.045032041393064,7.707967775886135,28.35969628990462,mothbeans
74,54,32,26.83525247879318,82.77006250017907,6.853013761463146,194.6047575560699,jute
36,19,25,24.98281202223606,92.01382228442661,6.17879498423906,121.59586039568438,coconut
8,22,42,25.102286152404986,90.03759050843178,6.55253487213111,109.25507691837628,pomegranate
64,36,24,24.51097967735669,56.46071517035727,6.31589696199922,81.6927480345901,maize
10,72,22,24.32598283922927,21.709958322643377,5.972271295058754,114.79733669173898,kidneybeans
3,67,7,19.14730916003192,64.63125101603157,5.844288601687646,61.6309937580763,kidneybeans
24,63,20,28.583582988614857,87.38663529409861,7.079022009309765,62.205880258925866,mungbean
9,17,47,24.30644445437805,82.62252315024075,6.135275506806246,118.7689250514144,rice
35,28,30,27.095215282186437,92.25790804729262,6.8881055405284295,162.59091108878056,papaya
9,56,23,26.538205650667443,19.625762398655056,6.18691743369976,76.88933038477796,kidneybeans
109,48,27,25.433657025294703,64.39089282812667,6.2824218648141485,168.5326824524582,banana
101,45,37,19.973047956006575,78.69417431693473,6.227020721135361,230.33078166558965,rice
25,134,195,20.936983466880676,92.65421877479592,6.14980243272569,119.52729755002127,pomegranate
81,60,44,27.198291480019066,66.15180444626814,5.131590488595314,205.55200300187101,rice
92,50,41,24.372051777690576,81.8168353225641,6.209000153772038,252.16567271965073,rice
11,124,197,18.796551989710707,90.94278740795782,5.521587091895828,108.74951055806036,apple
108,62,52,26.319942314067134,83.37264411820962,5.506493697113958,95.21917138383726,banana
31,9,17,29.191322880012972,93.20117077234704,6.667093227732473,95.77144224604862,orange
33,35,21,27.448419702769762,85.27960927663361,6.811929252492346,128.50832009408919,mungbean
98,42,22,25.34292914102203,61.080800352845564,6.253013834020381,121.47615384866833,coffee
13,19,12,29.165092266591707,93.86912614205156,6.6991099066248525,168.75347125726995,orange
123,24,39,24.791934865443913,82.69483709828692,6.835254013250599,40.5223495291686,coffee
19,47,26,20.071237232214127,23.697985048534015,5.873421123967072,105.31014848113976,kidneybeans
81,50,22,23.53611112375451,56.60232813889265,6.215647451194825,142.6654930072811,maize
28,59,24,28.99225738003125,48.46990076055907,6.565706619250777,43.802035890946904,mothbeans
27,25,21,20.374304030841266,30.21610192769826,5.87156142716885,104.8933449600555,orange
7,136,19,22.739647729263233,92.47768825685198,6.055839654377479,112.30114496279717,kidneybeans
107,15,52,25.279390530576126,90.41199077816417,6.042057655468819,42.98101065916605,watermelon
66,35,29,20.125277124345043,83.47857395417988,5.061725730933118,112.39517574086406,pomegranate
32,122,203,21.1151812679563,90.46715469690237,5.869178156141546,122.68564540020958,apple
106,70,43,25.282768673129837,84.77107721286801,5.73595474963445,102.75975648532766,banana
